Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Segmentation
0.0,0.0,40.0,1.0,8.14,1.0,2.0,3.0,2.0
0.04314,1.0,62.0,0.0,4.0,8.14,2.0,1.0,3.0
0.0,1.0,38.09,0.0,3.0,0.0,0.05,2.0,0.0
0.00031,1.0,30.0,0.18,0.0,1.16,0.12,3.0,0.0
1.0,1.07,45.0,1.0,8.04,9.08,0.0,2.0,2.0
0.0,1.0,71.0,1.0,3.0,1.0,0.0,2.0,1.0
1.0,0.0,30.0,1.0,4.17,1.0,0.0,4.02,0.0
0.0,0.0,32.0,1.0,6.0,1.0,1.0,4.01,0.0
1.0,1.15,58.0,1.0,6.0,8.0,1.0,2.02,1.0
1.17806,1.0,47.0,1.05,1.03,1.0,1.0,4.0,1.0
0.0,0.0,43.0,1.03,8.0,4.0,0.0,4.0,3.0
0.0,1.11,51.0,1.0,1.0,0.0,0.0,2.0,2.0
1.0,0.0,19.0,1.02,3.0,1.17,0.0,4.0,3.0
1.0,1.0,59.0,1.0,4.0,0.0,1.0,2.0,1.0
1.0,0.0,23.0,1.0,6.0,5.0,0.0,4.0,0.0
0.0,1.0,39.0,0.09,2.0,10.19,0.09,7.0,3.0
1.0,0.0,89.0,1.0,6.0,8.0,0.0,3.0,0.0
0.0,1.0,37.0,0.0,3.0,3.17,2.0,3.0,2.0
1.03101,1.0,51.0,1.0,3.0,0.0,1.0,2.0,1.0
1.0,0.0,42.0,1.0,6.14,0.0,2.0,1.0,1.0
1.0,1.0,51.12,1.0,0.0,0.0,0.0,4.02,3.0
0.0,1.0,48.17,1.0,2.1,1.0,0.0,2.17,2.0
0.0,0.0,29.0,1.0,4.0,5.16,0.13,2.13,0.0
0.0,1.2,38.0,0.1,3.0,4.0,0.0,3.0,1.0
0.0,1.0,62.0,1.04,2.0,0.05,1.0,2.0,1.0
0.0,1.0,35.18,0.0,0.0,11.0,0.0,1.0,0.0
0.0,0.0,43.13,1.0,6.0,0.0,0.0,4.0,1.0
0.0,0.0,41.02,1.0,2.19,0.1,0.01,2.11,1.0
0.10311,0.0,32.0,0.0,0.0,2.0,0.0,6.08,0.0
1.03804,0.0,28.0,1.0,3.0,7.0,2.0,1.0,1.0
1.0,1.0,57.0,1.0,8.08,0.0,0.01,2.0,3.0
0.0,0.0,19.0,0.0,4.2,8.1,0.0,9.0,0.0
0.0,1.0,21.12,1.0,6.0,0.0,0.0,2.0,0.0
0.0,1.0,26.0,0.0,6.08,1.0,2.0,1.01,3.0
0.0,1.0,21.0,0.03,7.0,1.0,2.0,4.0,0.0
0.0,0.0,30.0,1.19,6.0,5.0,1.0,2.0,3.0
0.0,1.15,27.0,0.0,6.0,8.0,0.0,1.0,0.0
0.0,0.0,29.0,1.0,3.0,0.0,0.14,2.0,3.0
0.0,1.0,35.0,1.0,3.0,9.0,0.0,2.0,2.0
0.0,1.0,47.0,0.0,2.0,1.0,0.0,3.0,3.0
0.0,1.0,37.0,1.07,3.0,8.0,2.0,1.0,1.0
1.16079,1.0,72.0,0.0,3.16,0.0,0.0,3.0,1.0
1.0,1.0,49.0,1.0,2.0,1.17,0.0,2.0,1.0
1.0,1.0,26.12,1.0,3.0,9.0,0.14,3.0,3.0
1.0,1.0,41.0,0.0,4.0,1.0,0.0,3.0,3.0
0.19905,1.0,28.0,0.0,3.0,5.0,1.0,4.0,3.0
0.0,1.0,40.2,1.0,3.0,1.0,0.0,4.06,2.0
0.0,1.0,38.0,1.0,6.0,0.0,2.0,2.0,3.0
1.0,0.0,20.06,0.01,0.0,5.0,0.0,4.0,0.0
1.17918,0.0,25.0,1.0,3.0,0.0,0.07,4.0,1.0
0.0,0.02,40.0,1.0,3.0,2.19,0.0,2.0,1.0
0.0,0.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1055,1.0,60.0,1.0,0.0,1.0,0.0,2.0,3.0
0.07564,1.0,41.0,1.0,5.0,0.0,0.0,3.0,1.0
0.0,0.1,53.0,1.0,0.0,9.0,0.0,4.0,0.0
0.0,0.0,70.17,0.0,3.0,0.0,0.0,4.06,1.0
1.05801,1.0,70.0,1.0,3.0,1.0,0.0,2.0,2.0
1.0,0.0,36.0,0.11,0.0,1.0,0.0,4.0,0.0
0.0,1.0,69.0,1.02,4.0,2.0,0.0,4.0,1.0
1.0,0.0,37.07,1.0,3.0,0.0,1.0,5.0,2.0
0.09526,0.0,72.0,0.0,4.0,0.0,1.0,2.0,2.0
0.0,1.0,36.0,1.0,3.0,1.0,1.0,4.0,1.0
0.0,1.0,39.17,0.01,6.0,1.0,0.0,1.0,3.0
1.0,0.0,28.0,0.0,4.0,3.12,2.0,3.0,2.0
0.05952,0.0,25.0,1.0,6.0,1.0,1.0,3.0,3.0
0.14182,0.1,35.0,0.0,4.0,1.12,0.0,4.0,0.0
0.1466,0.0,41.0,1.0,7.0,0.0,0.0,2.15,3.0
1.0071,1.0,47.0,1.0,4.0,1.0,2.0,4.0,1.0
1.0,1.18,69.17,0.0,3.0,5.0,2.05,8.0,2.0
1.0,1.0,48.0,1.0,2.0,0.0,2.0,5.0,2.0
1.0,1.0,49.0,0.0,3.0,0.0,2.03,2.0,2.0
0.0,1.0,51.0,1.09,3.0,1.0,0.2,4.0,2.0
1.00672,0.15,40.0,1.05,6.0,1.1,2.0,4.0,1.0
0.0,1.14,30.0,0.0,3.0,0.0,2.17,4.19,1.0
1.0,1.07,40.0,1.0,1.0,4.0,0.0,3.0,3.0
1.0,0.0,61.0,1.0,6.0,0.0,2.13,7.0,2.0
0.0,1.0,57.0,1.0,3.02,1.0,0.0,3.0,2.0
1.0,1.0,23.0,0.0,0.0,6.0,0.0,5.0,0.0
0.09058,1.14,45.0,1.0,0.06,0.0,0.0,2.17,2.0
1.03306,1.0,59.0,1.0,3.07,0.0,2.0,2.0,2.0
0.0,1.0,40.11,0.0,5.0,7.17,2.0,1.19,3.0
1.0,1.0,47.18,1.0,3.0,3.05,0.0,4.0,2.0
0.13994,0.0,39.0,0.0,0.0,1.13,0.0,1.0,0.0
1.0585,1.0,52.0,1.16,2.0,0.0,2.1,3.0,2.0
1.0,0.0,31.0,1.14,0.0,0.07,0.0,4.0,0.0
0.0,1.0,38.0,1.0,3.0,0.0,0.13,6.0,3.0
1.15733,1.0,32.0,0.0,1.0,6.0,1.0,1.0,3.0
1.1775,1.06,27.13,1.0,3.01,2.0,2.03,2.0,1.0
1.17633,1.0,37.13,1.13,1.0,5.0,0.03,6.0,3.0
1.0,1.0,58.0,1.09,3.0,0.0,1.0,4.0,2.0
1.0,0.0,78.03,1.01,4.0,1.17,0.0,1.05,3.0
1.0,1.0,40.0,1.0,0.0,1.0,0.0,3.0,0.0
0.0,0.0,41.1,1.02,3.0,0.0,1.11,1.0,2.0
0.0,1.0,35.0,0.0,2.0,1.0,1.0,4.0,2.0
0.0,1.09,39.17,1.0,3.0,0.0,2.04,4.07,2.0
1.0,0.0,26.0,1.0,1.16,1.0,1.0,2.0,1.0
0.0,0.0,46.0,0.0,6.14,2.07,0.0,1.0,1.0
1.0,0.13,19.0,1.0,0.0,1.0,0.0,4.0,0.0
0.0,1.0,30.0,1.0,0.13,9.11,2.0,1.0,3.0
1.0,1.0,75.14,1.16,4.0,3.0,2.0,2.0,1.0
0.0,1.0,29.0,1.0,3.0,0.0,0.0,3.0,3.0
0.0,1.0,28.0,1.0,0.0,1.18,0.0,2.1,0.0
0.0,1.15,47.0,1.0,6.0,1.0,0.0,3.0,1.0
1.0,1.09,46.07,0.0,4.0,1.0,0.0,3.0,2.0
1.0,1.0,37.13,1.0,3.0,1.0,0.0,1.12,1.0
1.0,0.0,26.0,0.0,0.0,9.0,0.17,3.0,0.0
0.00421,1.0,59.0,1.0,1.11,9.0,2.0,4.0,1.0
0.0,1.0,28.0,0.0,6.2,0.15,0.0,1.04,3.0
1.19915,1.0,88.16,1.0,3.0,0.0,2.08,2.0,1.0
1.0,0.0,31.0,0.01,4.0,1.0,0.0,3.0,0.0
0.0,0.0,43.0,1.0,1.0,1.0,0.0,1.0,3.0
1.0,1.0,56.0,1.0,3.0,0.07,0.0,2.0,1.0
0.16604,1.0,88.0,0.0,3.03,1.1,0.0,2.0,2.0
0.0,1.0,47.0,1.0,3.0,0.0,2.0,3.0,1.0
0.0,1.0,53.1,0.0,2.0,1.0,1.0,2.0,1.0
1.12365,1.0,37.0,0.0,6.0,1.11,0.0,1.0,3.0
1.0,1.0,39.0,1.0,4.0,0.0,2.0,4.16,2.0
0.0,1.0,35.0,1.17,3.0,1.0,2.0,2.11,1.0
0.0,1.0,35.0,0.0,5.0,9.0,1.0,2.0,3.0
0.08468,1.03,51.0,1.0,3.0,8.0,2.04,4.0,2.0
0.16666,0.0,42.0,1.12,0.07,8.11,0.13,6.0,3.0
1.0,1.0,72.0,1.0,5.0,1.1,0.02,2.0,2.0
1.0,0.0,42.0,1.0,6.11,1.0,0.0,3.0,1.0
0.0,1.0,22.0,1.13,3.0,0.0,2.0,4.06,2.0
0.0,0.0,19.0,0.0,1.0,1.0,0.0,4.0,0.0
0.0,1.12,62.0,1.0,3.0,0.0,0.0,1.0,2.0
0.16325,1.09,59.0,1.18,3.12,1.0,0.0,2.0,1.0
0.0,1.0,26.0,0.0,6.0,3.0,0.0,2.0,0.0
0.0,0.0,40.0,0.0,0.0,9.0,0.0,4.0,0.0
0.0,1.0,46.0,1.0,3.0,1.0,0.0,1.0,1.0
0.08068,0.0,38.0,0.01,0.0,8.11,0.0,9.0,0.0
0.10531,1.0,20.0,0.0,3.0,0.0,0.0,4.0,0.0
1.0,1.01,38.0,1.0,3.0,1.0,0.19,4.0,1.0
1.0,1.0,56.0,1.0,3.0,0.16,1.0,2.0,2.0
0.0,1.0,59.0,0.0,3.0,1.0,2.0,3.13,1.0
0.0,1.0,73.0,1.13,3.0,6.0,0.0,1.0,1.0
0.0,1.0,59.0,0.0,4.0,9.13,2.0,2.1,1.0
0.0,0.0,36.0,0.0,3.0,1.02,1.0,1.0,1.0
0.0,1.0,23.03,0.0,0.0,0.0,0.0,4.13,0.0
0.0,1.0,51.0,1.0,0.0,3.0,1.0,2.0,1.0
1.0,1.0,38.12,1.0,3.0,1.0,2.0,3.0,2.0
0.14383,1.11,39.0,1.0,3.0,2.0,0.1,1.2,1.0
0.14092,1.0,74.0,1.0,3.17,1.0,1.0,2.0,1.0
0.0,0.0,78.0,0.0,1.0,1.0,0.0,4.0,0.0
1.0,0.0,25.06,0.0,1.0,1.0,0.0,2.01,0.0
1.0,1.0,35.0,0.0,2.0,0.0,0.05,2.0,3.0
0.0,1.0,31.0,0.06,2.0,5.0,0.0,1.0,3.0
1.0,0.0,20.0,0.0,7.0,0.13,0.0,4.18,0.0
0.0,1.0,35.0,1.0,3.02,0.0,2.0,4.0,2.0
0.0,1.0,26.0,1.0,2.16,0.0,1.12,1.0,3.0
0.0,0.0,18.16,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,35.0,1.08,3.0,1.11,0.0,5.0,3.0
0.18663,0.13,28.0,0.0,4.0,9.0,2.0,4.0,0.0
0.0,1.12,61.16,1.0,3.0,1.0,2.0,1.0,1.0
0.0,1.0,72.11,1.0,3.0,11.0,0.0,4.17,2.0
1.0,0.05,25.0,0.0,7.0,11.02,0.13,5.0,0.0
0.0,1.0,43.19,0.09,6.0,0.0,0.0,5.14,1.0
0.0,1.0,60.0,0.0,3.12,7.0,1.0,2.0,2.0
0.0,0.0,32.0,0.0,0.0,0.0,0.0,5.02,0.0
0.0,1.0,20.0,0.0,1.18,12.06,0.07,3.0,3.0
1.0,0.0,32.0,1.0,1.0,3.11,1.0,7.0,2.0
0.0,1.0,19.0,1.08,3.0,5.0,0.0,4.0,2.0
0.0,0.05,55.0,1.0,6.1,11.0,0.03,5.0,3.0
1.0,0.0,25.17,0.0,0.0,0.0,0.1,8.0,0.0
1.0,0.0,88.0,1.17,6.0,0.14,1.0,2.0,1.0
1.0,0.0,40.0,1.0,2.0,11.0,0.17,4.13,2.0
0.0,1.0,35.0,1.0,8.0,4.05,1.0,2.2,1.0
1.0,0.12,42.0,1.0,0.0,1.0,0.0,2.0,0.0
0.0,1.0,55.0,1.0,0.0,0.0,2.0,2.0,2.0
0.0,1.0,69.0,1.06,3.0,7.0,2.0,3.0,2.0
0.00148,0.0,37.0,0.0,0.0,1.0,2.0,4.0,1.0
0.0,0.0,45.0,1.1,4.11,9.14,0.13,2.0,3.0
1.0,0.0,49.0,1.0,4.0,3.0,0.15,3.0,3.0
0.0,1.1,52.0,1.0,0.0,6.0,0.02,1.0,1.0
0.0,1.0,42.0,0.0,3.0,0.0,0.0,3.01,3.0
0.0,1.13,40.0,0.0,4.0,8.0,2.0,4.04,3.0
1.0,0.0,32.0,1.0,7.0,8.0,0.0,6.0,0.0
0.0,1.07,32.1,0.0,0.0,1.0,0.0,3.0,0.0
0.0,1.0,20.0,0.06,2.0,0.0,0.0,2.0,0.0
0.0,1.09,23.11,1.0,6.0,6.0,0.0,3.0,0.0
0.0,1.0,67.0,1.0,0.0,1.0,0.05,4.0,1.0
1.0,0.0,23.0,0.0,4.0,3.0,0.0,6.0,0.0
0.09696,1.0,48.17,1.0,2.0,0.0,0.0,3.0,1.0
0.0,1.0,49.0,1.0,6.0,6.0,2.0,2.0,2.0
1.0,1.0,48.0,1.0,0.0,1.0,1.0,4.0,2.0
0.0365,1.17,27.0,1.0,6.14,1.0,1.0,2.06,2.0
0.0,1.0,62.08,0.0,0.19,9.0,0.08,1.0,0.0
1.18926,0.0,52.0,1.17,1.0,1.0,0.0,3.0,1.0
1.0,1.19,65.0,0.0,6.05,9.0,1.0,2.09,3.0
1.0,0.09,30.0,0.0,3.0,8.0,0.0,3.0,3.0
0.0,0.0,53.0,1.0,2.19,1.0,1.0,3.08,3.0
0.0,1.0,60.0,1.0,8.0,0.0,1.01,2.0,1.0
0.0,1.02,37.0,1.12,3.06,6.0,0.0,1.0,3.0
0.0,1.0,25.0,1.0,4.0,0.01,0.2,2.0,3.0
0.0,1.0,57.0,1.0,8.0,4.0,1.15,2.0,2.0
0.0,1.0,33.04,0.0,1.0,1.0,0.1,3.0,3.0
0.0,1.0,48.0,1.0,3.0,1.09,2.0,1.0,2.0
1.0,0.0,46.0,1.0,6.0,8.0,2.0,1.0,3.0
0.12648,1.0,28.0,1.0,4.0,0.0,0.0,2.0,2.0
0.0,1.0,49.0,0.0,6.0,1.0,0.0,3.0,1.0
0.18514,0.0,56.16,0.0,3.0,0.0,0.0,6.0,0.0
0.0,1.0,53.0,1.0,3.0,0.0,0.0,1.01,3.0
1.0,1.0,60.0,0.0,3.0,6.0,0.0,5.0,1.0
0.0,0.0,36.0,1.0,3.0,0.02,0.0,2.0,2.0
0.0673,1.0,23.13,0.0,0.0,0.0,0.0,4.0,0.0
0.0,0.0,47.05,0.0,8.0,1.0,0.15,1.0,1.0
1.01894,1.0,38.08,1.1,8.0,0.0,0.0,1.0,1.0
1.0,1.0,42.0,0.15,3.0,0.0,2.0,3.0,1.0
0.0,0.0,42.0,0.0,0.13,0.19,0.0,3.0,0.0
1.0,1.09,42.0,1.11,8.0,0.0,0.05,2.0,1.0
1.0,0.0,38.0,1.0,0.0,1.19,0.0,3.0,0.0
1.0,0.11,52.0,1.0,6.0,0.0,1.19,2.0,1.0
1.0,1.0,49.0,1.0,8.0,0.0,2.2,4.16,2.0
0.1392,1.0,84.0,0.0,2.0,0.17,1.11,2.0,3.0
0.0,1.0,75.0,1.0,6.0,0.0,2.0,4.0,1.0
1.0,1.2,48.0,1.15,6.0,0.01,0.0,4.0,3.0
1.0,1.0,29.0,1.0,3.0,1.0,0.0,4.0,3.0
0.0,1.0,51.0,1.0,3.0,8.0,0.0,6.16,1.0
1.0,0.0,20.0,1.0,2.0,0.0,0.0,3.0,0.0
1.0,1.07,53.0,1.0,0.0,13.03,2.18,1.0,1.0
0.01857,1.03,31.0,1.0,3.0,1.0,2.08,6.07,2.0
1.0,1.0,41.0,1.09,1.1,7.06,2.0,3.0,1.0
1.0,1.0,47.0,1.04,8.0,4.0,0.14,2.0,1.0
1.0,1.0,70.06,1.0,4.0,1.0,0.0,4.0,2.0
0.0,1.12,49.0,1.0,1.0,1.19,1.08,4.0,1.0
0.0,1.0,21.0,1.0,4.0,8.0,0.0,5.0,0.0
0.0,0.0,67.02,1.0,8.13,1.0,0.0,4.0,2.0
0.0,1.0,51.0,1.08,5.0,0.0,1.0,2.0,2.0
1.0,1.0,67.0,1.0,8.0,1.0,2.13,2.0,2.0
1.0,1.17,51.0,1.0,3.0,0.0,2.0,3.0,3.0
1.0,1.0,41.0,1.0,2.0,1.0,2.0,3.0,1.0
0.11575,1.0,57.0,0.0,3.0,0.0,0.0,2.0,3.0
0.0,0.0,23.0,0.0,5.0,0.0,0.04,3.0,0.0
0.0,1.0,72.0,1.0,3.0,6.0,1.07,3.0,2.0
0.0,1.0,39.0,0.0,7.01,5.0,2.0,2.0,3.0
1.0,0.0,20.0,1.0,2.19,4.0,0.0,2.0,0.0
0.0,0.17,18.19,1.0,0.0,8.0,0.0,4.0,0.0
0.0,1.0,50.0,1.0,1.0,3.0,2.0,2.0,2.0
1.17889,1.0,28.0,1.0,6.0,8.0,2.0,2.0,2.0
0.0,1.0,41.0,0.0,3.0,0.0,0.0,2.0,1.0
1.0,0.0,38.0,0.0,0.0,0.0,2.0,3.16,0.0
1.0,0.02,29.0,0.0,3.16,5.0,0.11,2.02,0.0
0.0,1.0,60.0,0.0,6.14,1.0,0.0,3.0,3.0
1.0,0.15,20.0,1.0,5.0,13.0,0.0,1.0,0.0
0.0,1.0,30.0,1.0,6.16,0.0,1.0,7.0,3.0
1.0,0.0,38.0,0.0,3.0,1.0,0.0,4.02,0.0
0.0,1.0,35.0,0.18,6.0,0.0,0.0,5.0,3.0
0.0,1.09,52.0,1.0,8.17,0.0,2.0,2.0,1.0
0.0,1.0,49.0,0.0,3.15,0.06,0.0,2.0,3.0
0.09971,1.0,38.0,1.0,6.0,0.0,0.0,5.16,1.0
0.0,0.0,32.0,1.0,5.0,8.0,0.0,3.0,0.0
1.0,0.0,28.0,1.0,0.0,6.04,0.05,8.0,0.0
1.0,0.0,38.0,1.0,3.09,1.12,2.0,2.07,2.0
0.0,1.0,27.0,1.0,3.0,13.16,0.05,6.13,0.0
0.0,1.0,37.0,0.0,3.0,1.0,2.0,2.0,2.0
0.0,0.0,31.0,1.15,0.04,8.0,0.0,1.01,0.0
1.0,0.01,26.13,0.03,2.0,0.0,0.0,8.0,0.0
1.0,0.0,42.0,0.13,3.14,9.0,0.19,2.0,3.0
0.0,0.0,21.0,0.0,6.0,3.0,0.13,6.0,0.0
0.19063,1.0,40.0,1.0,3.0,1.18,0.0,1.0,3.0
0.0,1.0,36.0,1.0,3.0,9.0,2.0,2.0,2.0
0.0,0.07,39.0,0.0,0.0,0.0,0.19,3.12,0.0
1.0,0.0,36.0,0.0,2.0,9.0,0.0,1.0,3.0
0.0,0.19,50.0,1.0,0.0,0.0,1.0,3.06,2.0
0.0,0.0,43.0,1.0,3.0,1.0,1.0,2.1,2.0
0.0,1.0,30.0,0.0,6.03,9.0,0.0,4.04,0.0
0.0,1.08,28.0,0.0,0.0,0.0,0.0,6.0,0.0
0.0,0.0,20.0,1.0,0.07,7.08,0.0,1.0,0.0
0.0,1.0,63.18,1.0,3.0,7.0,0.03,2.0,3.0
0.0,1.0,41.0,1.0,1.0,1.0,0.06,4.0,3.0
1.0,1.0,60.0,0.0,3.08,1.0,0.1,1.0,1.0
1.0,0.0,19.0,1.0,4.0,4.0,0.0,3.0,0.0
0.0,0.0,26.0,0.0,6.0,0.0,2.0,3.19,0.0
0.0,0.0,18.0,0.0,8.12,0.0,0.0,1.0,0.0
0.0,0.0,39.0,1.0,3.16,0.0,0.0,3.0,3.0
1.0,0.0,67.0,0.0,0.0,1.0,0.0,2.0,0.0
1.0,1.0,73.0,1.0,7.02,0.0,1.0,1.0,1.0
1.0,0.0,38.0,1.0,3.0,0.0,1.0,5.0,1.0
0.0,1.07,70.13,0.0,8.0,9.0,1.0,3.0,1.0
0.0,0.0,28.0,0.0,1.17,9.0,0.02,5.0,0.0
1.0,1.02,46.0,1.06,4.0,0.05,2.06,4.18,2.0
0.0,1.19,46.16,1.0,3.09,0.0,2.01,3.0,3.0
0.0,0.0,31.0,1.16,6.0,1.0,0.15,3.0,0.0
1.03625,0.18,40.0,1.0,0.0,4.0,1.0,2.0,1.0
0.0,1.0,56.0,0.0,0.0,1.0,0.0,3.0,1.0
0.0,1.0,57.12,1.0,2.0,13.14,1.1,5.0,2.0
1.0,1.0,81.02,0.0,1.0,0.0,1.0,2.0,3.0
0.0,0.0,22.0,1.15,6.0,0.0,0.0,4.0,0.0
1.0,0.17,28.0,0.01,0.0,1.0,2.0,1.0,1.0
1.0,1.0,38.0,1.03,0.0,0.0,0.0,3.0,2.0
1.0,1.0,57.0,1.0,3.0,8.0,0.04,3.0,2.0
1.0,1.0,41.0,1.0,3.0,9.0,2.0,4.0,1.0
1.0,0.0,62.0,1.0,6.0,0.0,0.0,2.05,1.0
1.0,1.0,29.08,1.0,0.0,1.0,0.0,1.0,1.0
1.0,1.0,20.0,0.08,0.0,1.0,0.0,4.0,0.0
0.02352,1.0,40.0,1.0,3.0,1.0,1.0,7.0,1.0
1.14628,0.0,37.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,1.0,37.0,1.0,8.0,1.12,2.0,4.0,2.0
1.16537,1.0,25.1,1.0,1.0,1.0,2.0,8.0,3.0
1.0,0.0,33.04,0.18,7.0,1.01,0.0,1.0,3.0
1.0,0.0,41.15,1.04,3.0,0.11,2.0,1.0,1.0
0.04631,0.0,38.0,0.0,3.0,0.0,0.11,3.03,3.0
1.0,0.0,67.0,1.0,4.0,8.0,0.0,2.0,0.0
1.03519,1.0,48.0,1.0,3.02,0.0,2.0,2.0,2.0
0.0,0.0,20.0,0.06,0.0,0.0,1.0,2.0,0.0
0.0,1.0,35.0,1.05,3.0,0.0,0.0,2.0,3.0
1.0,1.0,28.0,0.0,6.0,1.0,1.0,3.0,1.0
0.0,0.0,30.0,1.07,8.0,1.0,0.0,2.0,0.0
0.0,1.13,76.0,0.17,1.0,2.0,1.0,1.02,3.0
1.0,1.0,36.0,1.0,3.0,1.0,2.0,5.0,2.0
1.18851,0.0,69.0,0.0,4.0,6.0,0.0,4.0,0.0
0.0,1.0,28.0,1.0,3.0,1.0,1.0,2.0,2.0
0.0,1.0,25.0,1.0,1.0,0.0,0.0,4.0,3.0
1.13463,0.0,35.0,0.0,7.05,7.17,0.0,5.0,0.0
1.12049,1.0,38.0,0.0,6.0,9.07,0.0,1.0,3.0
1.11439,1.0,85.0,1.19,1.0,3.09,0.0,2.0,3.0
1.0,0.0,27.0,1.0,8.0,0.0,0.0,3.0,1.0
0.0,1.0,29.0,1.04,2.0,1.19,0.0,2.0,3.0
0.0,1.0,40.17,1.0,6.0,1.0,0.1,4.0,3.0
0.0,1.0,68.06,1.0,3.0,1.0,2.0,5.0,2.0
0.0,1.0,56.0,1.0,0.0,1.0,0.2,4.0,2.0
1.0,1.01,29.0,0.0,6.0,0.02,0.0,4.15,3.0
1.0,1.18,51.0,1.0,4.0,9.0,1.0,2.0,2.0
1.0,0.0,43.0,1.0,1.0,9.0,0.0,2.0,2.0
0.18531,1.0,27.0,1.0,2.0,0.08,0.0,1.0,2.0
1.0,0.0,38.0,0.12,3.14,1.0,2.0,1.0,0.0
1.0,0.0,22.0,1.0,0.0,7.0,0.0,6.0,0.0
1.0,0.0,48.0,1.0,8.13,0.19,0.0,5.0,1.0
1.0,0.0,35.0,1.0,3.0,1.0,2.0,2.01,3.0
1.0,0.0,36.06,1.0,0.0,1.0,0.0,2.0,1.0
1.0,1.0,29.0,1.0,2.0,0.11,2.12,2.0,1.0
1.0,1.0,36.15,1.0,3.0,1.0,0.0,3.02,1.0
1.0,0.0,40.0,1.0,6.07,4.0,2.0,1.0,1.0
1.0,1.0,41.0,1.0,3.0,13.0,2.0,2.0,2.0
1.11624,0.0,33.0,1.0,2.0,0.0,0.11,2.0,1.0
0.0,1.0,36.0,1.0,6.0,3.0,2.0,2.0,2.0
0.0,1.0,74.0,1.18,3.15,8.17,0.0,2.0,3.0
0.0,1.01,30.0,1.0,3.0,1.0,2.0,4.0,1.0
0.0,1.0,56.0,1.0,4.0,0.0,2.0,2.0,2.0
1.0,1.0,56.0,1.0,3.0,8.0,2.0,5.0,2.0
0.11733,0.0,20.0,0.0,8.0,0.09,0.15,4.0,0.0
1.0,1.0,48.12,1.0,3.0,3.0,2.0,4.0,2.0
0.01251,1.0,48.0,1.01,2.0,11.0,0.0,3.0,3.0
0.0,1.0,32.0,1.0,3.0,8.0,2.0,4.0,2.0
1.05778,0.0,33.0,1.0,0.0,0.0,2.0,4.0,2.0
1.0,1.0,50.0,0.0,2.03,1.0,0.1,2.18,1.0
1.0,0.09,40.0,1.0,6.0,1.0,0.0,4.0,3.0
1.0,1.07,43.19,1.0,4.0,0.0,0.0,4.0,3.0
0.0,0.0,40.0,1.0,0.0,2.14,0.0,3.16,0.0
1.0,1.0,37.0,1.0,2.0,1.0,0.0,1.0,1.0
0.0,1.14,68.0,0.0,8.16,9.0,0.0,2.0,3.0
0.03035,1.0,56.06,1.0,3.0,3.0,0.0,2.0,2.0
1.07237,1.0,61.15,1.11,1.16,8.0,0.0,1.0,2.0
0.05338,1.0,66.0,1.0,0.15,0.19,2.0,2.0,2.0
0.0,1.0,46.0,1.1,3.0,7.0,2.12,4.07,2.0
1.0,0.02,51.0,1.09,4.0,1.04,2.0,1.0,2.0
1.0,0.0,38.0,1.0,8.0,1.0,0.0,3.0,2.0
1.0,0.14,41.0,0.0,8.0,0.0,0.0,1.2,0.0
1.0,0.0,27.0,0.0,2.06,8.0,0.0,2.0,3.0
1.0,1.0,46.0,1.0,3.11,0.1,0.0,2.0,1.0
1.1637,0.0,37.0,1.0,8.0,9.0,2.0,2.0,0.0
1.0,1.0,43.0,1.0,4.0,0.0,1.0,1.13,3.0
0.0,0.0,36.0,1.13,6.0,3.0,0.0,5.0,3.0
1.0,0.0,39.19,1.0,0.0,0.0,0.0,1.17,3.0
0.0,1.0,86.0,1.0,4.0,0.0,2.0,2.0,2.0
0.0,0.0,40.18,1.0,6.1,1.0,0.0,5.0,3.0
1.0,0.0,45.0,0.0,3.0,1.0,0.0,1.0,3.0
1.0,1.0,30.04,1.0,3.0,0.0,1.0,3.0,1.0
0.01809,0.15,38.0,0.0,5.0,0.05,0.0,4.0,0.0
1.0,1.0,50.0,1.0,3.14,10.0,2.0,4.0,1.0
1.0,1.0,47.0,0.0,3.0,8.0,0.0,4.13,3.0
1.0,0.0,43.0,1.0,1.13,8.0,0.0,2.0,1.0
1.0,0.0,56.0,1.0,6.0,0.0,2.0,3.0,2.0
0.16052,1.0,74.0,0.16,3.0,1.0,2.0,4.0,1.0
0.0,1.0,59.16,0.0,3.08,8.0,2.0,2.0,2.0
0.0,0.0,40.09,1.19,4.2,14.0,0.0,2.0,3.0
0.0,1.0,72.0,1.0,3.0,7.0,0.0,3.0,2.0
0.0,1.0,41.0,1.0,2.04,1.0,0.0,1.0,1.0
0.0,0.08,39.0,0.0,6.0,1.0,1.0,4.0,1.0
0.1342,0.0,41.0,1.0,6.0,1.0,2.0,4.0,2.0
0.0,0.0,33.0,1.0,4.0,3.19,0.0,4.0,0.0
1.0,0.0,38.0,0.0,3.0,1.0,1.0,5.0,1.0
0.0,1.0,18.0,1.0,5.0,14.18,0.0,5.0,0.0
1.0,0.0,33.0,0.0,4.0,1.0,0.0,3.0,0.0
1.03705,0.0,27.05,1.0,3.0,0.0,0.1,3.0,0.0
