Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
0.0,0.0,45.07,0.0,4.0,1.0,0.0,1.0,1.08,3.0
0.0,0.0,31.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0
0.0,0.0,19.0,1.04,3.0,2.0,0.0,2.0,0.0,2.0
1.0,0.19,41.0,1.03,3.0,2.0,2.0,3.0,3.0,1.0
0.0,0.0,51.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0
0.0,0.01,27.01,0.0,6.14,8.19,0.0,2.0,3.0,3.0
1.03512,0.0,38.0,0.04,3.0,8.0,2.0,4.0,3.0,3.0
0.0,0.0,45.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0
1.0,1.0,25.0,1.0,3.1,3.0,1.14,2.0,1.1,1.0
0.0,0.0,26.0,1.03,3.0,1.0,0.0,1.06,1.0,3.0
0.0,0.0,39.0,0.13,6.11,14.0,0.0,7.0,1.11,3.0
0.0,0.0,30.15,0.0,6.0,1.0,0.0,6.0,0.0,0.0
0.0,0.0,30.0,0.0,6.0,7.0,0.09,2.0,3.0,0.0
0.18166,0.0,69.0,1.0,4.0,6.0,1.09,2.0,1.0,0.0
1.0,1.0,26.09,1.08,0.0,1.0,2.0,2.0,1.14,2.0
1.0,1.0,68.0,1.15,0.0,1.15,1.0,3.0,0.0,2.0
1.0,1.03,22.0,0.0,3.0,1.18,2.0,1.0,6.07,3.0
0.0,1.0,65.0,1.0,3.0,0.0,2.09,2.0,1.03,2.0
0.0,1.0,37.18,0.16,8.0,0.0,0.0,2.0,1.0,1.0
1.01893,1.0,20.0,1.05,6.16,1.0,0.08,5.0,1.0,0.0
0.0,0.0,42.0,1.0,7.0,1.0,2.0,2.0,1.09,3.0
1.18523,1.0,19.0,0.0,6.0,4.0,0.0,2.0,1.0,0.0
0.0,1.0,47.0,1.0,3.0,0.0,0.08,4.0,0.08,1.0
0.0,1.0,66.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0
1.0,0.0,25.0,1.06,3.0,0.06,0.0,2.14,1.0,1.0
1.0,1.0,59.0,1.0,3.04,8.05,0.0,2.0,1.0,1.0
0.0,1.0,41.0,0.0,3.0,2.0,0.0,2.18,1.0,2.0
1.02499,0.0,46.0,1.0,3.0,1.0,0.0,2.0,1.0,3.0
0.0,1.0,72.0,0.0,6.0,0.0,2.17,2.0,1.0,3.0
1.0,1.0,42.04,1.0,3.03,8.0,0.0,4.09,1.0,1.0
1.10614,1.0,40.0,0.0,0.0,3.16,0.0,2.0,1.0,0.0
0.03517,0.0,30.0,0.0,2.0,2.0,0.02,1.0,1.0,3.0
0.0,1.09,67.13,1.0,3.0,9.0,0.0,3.0,1.0,2.0
1.0,0.0,42.0,1.0,3.08,1.0,1.0,2.0,1.0,2.0
0.0,0.14,47.0,1.0,3.1,0.0,2.0,2.1,1.0,2.0
1.0,1.0,53.18,1.12,3.0,9.14,0.0,1.0,1.0,2.0
1.0,0.0,32.0,1.17,3.0,9.0,0.0,3.19,0.0,3.0
1.17682,0.11,23.0,0.0,0.0,0.05,0.0,4.0,3.0,0.0
1.01086,1.13,63.0,0.0,4.0,0.0,2.0,4.0,1.0,2.0
1.0,1.0,65.0,1.14,3.0,6.08,1.0,4.0,1.0,2.0
0.0,0.0,29.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0
0.0,1.15,73.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0
0.0,1.0,42.0,0.0,8.0,2.0,0.0,4.0,0.0,2.0
1.02501,0.0,22.0,0.0,0.0,14.0,0.0,6.01,1.0,0.0
0.0,0.0,31.0,0.0,6.0,0.0,1.0,2.0,1.0,0.0
0.0,1.0,40.05,1.0,2.12,1.0,2.0,2.03,1.05,3.0
1.0,1.0,49.0,1.0,3.0,7.0,2.0,1.0,1.17,2.0
1.0,0.0,29.0,0.0,4.0,6.0,0.0,3.04,1.0,3.0
0.0,1.0,41.0,0.0,1.14,0.0,2.0,2.0,1.0,2.0
1.0,1.05,45.0,1.0,6.0,0.0,0.0,4.0,0.07,1.0
0.0,0.0,45.0,1.0,4.0,0.0,0.0,3.0,1.0,1.0
0.0,1.0,37.0,0.0,3.0,8.0,2.0,4.0,1.16,3.0
0.0,0.0,29.0,1.0,1.0,1.14,0.0,2.0,1.0,2.0
0.0,0.0,20.0,0.0,5.1,0.14,0.0,6.0,0.0,0.0
1.04939,1.0,40.06,1.03,4.0,1.0,2.0,2.0,4.0,2.0
0.0,0.19,68.0,1.0,0.0,3.0,0.15,5.0,1.0,0.0
1.0,0.0,40.18,0.01,1.08,4.08,0.0,2.0,1.0,0.0
0.0,0.0,36.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0
0.19053,1.0,35.0,1.0,4.0,5.0,0.0,2.08,1.09,3.0
0.18342,1.0,74.0,1.01,3.0,0.0,0.12,1.05,1.0,1.0
1.0,1.0,52.0,1.0,4.03,1.0,0.0,4.0,1.0,2.0
0.0,1.0,31.0,1.15,5.0,2.0,0.0,5.0,1.0,0.0
1.0,1.0,39.0,1.07,3.0,8.17,2.0,3.0,1.16,2.0
0.0,0.0,23.0,0.0,8.0,0.0,0.0,1.0,1.2,0.0
0.0,0.0,39.0,1.0,4.0,13.01,2.0,4.0,6.0,1.0
0.0,0.0,71.0,0.01,2.0,1.16,2.0,2.0,3.07,1.0
0.0,0.0,63.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0
1.03379,1.0,55.04,1.0,3.19,9.0,1.0,2.11,1.0,1.0
1.0,0.02,61.0,1.0,3.0,8.0,1.0,3.0,0.17,1.0
1.0,1.03,40.0,1.0,0.0,0.0,0.05,1.0,1.0,0.0
0.0,1.0,33.0,1.0,3.0,0.0,0.12,2.0,3.0,1.0
1.0,1.0,72.0,1.19,2.0,1.0,1.0,3.0,2.0,2.0
0.00527,0.0,19.0,0.0,6.01,8.0,0.0,3.0,5.0,0.0
0.0,0.0,30.0,0.0,7.0,3.0,0.0,3.13,1.0,0.0
1.0,1.0,46.0,0.0,3.0,0.06,2.0,1.0,1.0,1.0
1.0,1.03,45.0,1.0,3.11,7.0,0.0,5.0,1.0,2.0
1.0357,1.0,26.01,1.0,2.0,1.0,0.0,2.0,1.12,2.0
0.0,1.0,25.0,1.0,1.0,8.0,0.0,5.0,3.0,3.0
0.0,1.09,25.0,0.0,4.0,1.0,1.0,2.0,1.0,3.0
0.04003,1.0,40.0,0.0,3.0,1.0,0.0,3.08,1.19,1.0
0.0,0.06,19.15,1.08,2.0,1.0,0.16,5.0,1.0,0.0
1.0,1.0,39.0,1.0,3.0,1.0,1.18,4.0,3.0,2.0
0.0,1.13,83.0,1.09,3.17,0.0,0.0,4.0,1.12,1.0
0.10637,1.0,57.06,1.0,6.0,0.0,0.0,2.0,1.11,3.0
1.0,1.0,39.14,1.04,4.0,1.0,0.0,1.0,1.0,3.0
0.1897,1.0,88.01,1.03,3.0,1.11,0.0,2.02,1.0,2.0
0.0,1.0,49.0,1.0,8.0,1.0,2.08,2.0,1.0,2.0
1.0,1.0,41.0,1.03,7.0,5.0,0.0,2.19,0.2,3.0
0.10066,1.0,72.0,1.0,3.03,0.0,2.05,4.0,0.0,1.0
1.1026,1.0,41.0,1.0,3.01,0.0,0.0,2.0,3.0,1.0
0.0,1.19,52.0,1.0,3.0,0.0,0.0,2.14,3.15,2.0
1.18803,1.05,27.0,0.0,8.0,0.13,1.02,6.0,1.0,2.0
0.0,0.13,25.18,0.0,3.0,3.0,0.0,2.0,1.0,3.0
0.15962,0.0,23.02,0.15,0.03,9.0,0.18,4.0,1.09,0.0
0.0,0.0,42.0,0.0,2.0,8.0,0.0,3.0,3.0,3.0
0.0,0.0,42.19,1.0,8.0,1.0,1.0,4.0,3.0,1.0
0.0076,0.0,59.0,0.0,0.0,0.05,0.0,4.0,0.02,0.0
1.0,1.0,31.0,0.0,3.11,7.0,0.0,5.0,1.0,1.0
0.0,0.0,28.0,1.0,4.0,7.02,0.13,2.0,1.0,0.0
0.0,1.0,47.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0
1.114,0.0,41.0,1.11,3.0,9.0,0.0,4.0,1.0,2.0
1.0,1.0,21.0,1.0,0.12,12.0,0.0,5.0,1.0,0.0
1.0,0.0,45.0,1.18,3.0,0.0,0.0,1.0,6.0,1.0
0.0,1.05,37.0,1.14,4.0,3.0,1.0,2.0,1.0,1.0
0.04558,0.18,41.0,0.0,4.09,5.0,0.0,1.0,1.09,3.0
1.0,1.0,32.0,0.0,3.0,1.0,2.0,3.0,1.0,3.0
1.0,1.0,55.01,1.0,1.0,1.0,0.0,2.0,5.0,1.0
0.0,1.0,28.0,0.0,6.0,2.0,0.0,5.0,1.0,3.0
0.0,0.0,49.0,1.0,7.0,1.0,0.0,2.0,4.0,3.0
1.0,1.0,41.0,1.0,3.0,0.0,0.17,2.0,1.0,2.0
0.0,0.04,42.05,1.0,3.0,8.0,0.0,1.0,1.0,3.0
0.0,0.0,43.17,1.01,4.06,14.0,0.0,2.0,1.0,1.0
0.0,1.16,53.0,1.01,8.0,6.18,0.0,2.19,1.0,1.0
0.02776,1.0,39.0,0.0,2.19,0.0,1.0,5.12,1.0,1.0
0.10988,1.0,21.18,1.0,4.0,3.0,1.0,1.0,0.0,1.0
1.0,0.0,49.0,0.0,3.05,0.0,0.0,2.0,1.09,3.0
1.0,0.0,39.07,1.0,6.0,9.0,0.0,7.0,1.0,3.0
1.0,0.0,43.0,1.0,6.0,0.0,0.0,1.0,1.0,3.0
0.0,0.19,28.0,1.0,3.0,1.0,2.0,3.19,1.0,2.0
0.0,1.12,50.15,1.0,3.0,6.0,1.0,3.0,1.07,2.0
1.0,1.0,41.0,0.0,4.0,7.0,0.04,4.0,0.0,3.0
1.0,1.16,56.0,1.11,2.12,1.02,0.0,1.0,1.12,1.0
0.0,0.0,52.0,0.0,3.0,0.0,0.07,5.0,5.0,1.0
0.19676,0.0,28.0,1.0,5.0,4.0,1.0,3.0,1.0,3.0
1.0,0.0,38.04,0.0,4.0,9.0,0.0,2.0,1.0,3.0
1.0,1.12,35.0,1.0,6.0,8.0,2.0,2.0,1.08,2.0
1.0,0.0,42.0,1.0,3.08,0.0,0.0,4.0,1.06,3.0
0.0,0.0,29.0,1.0,8.0,0.0,0.19,6.01,0.0,0.0
1.0,0.0,39.0,0.0,5.0,3.0,0.0,5.0,1.0,0.0
0.0,0.0,27.0,0.0,6.17,0.0,0.0,3.0,3.0,0.0
0.0,1.0,40.0,1.17,1.0,4.0,2.0,2.0,1.01,2.0
0.0,1.0,29.0,1.17,3.0,7.0,0.0,1.0,0.0,3.0
1.19203,0.0,47.0,1.0,3.1,0.0,1.0,2.0,1.0,2.0
0.0,1.08,30.0,1.0,3.18,0.0,1.0,2.0,3.0,2.0
0.0,0.0,32.0,0.0,6.0,1.0,0.0,5.0,1.09,0.0
0.0,0.0,49.0,1.0,3.15,8.0,1.0,3.0,5.05,2.0
0.13195,0.0,29.0,0.0,2.15,1.0,1.0,1.0,1.0,1.0
1.0,1.0,62.0,1.0,3.05,1.0,2.0,4.11,1.0,1.0
1.0,1.07,51.0,1.0,3.0,1.0,2.14,9.0,1.0,2.0
0.0,1.0,42.0,1.15,1.0,1.0,1.0,2.0,1.0,3.0
0.0,1.0,49.0,1.0,6.0,0.0,2.0,5.0,1.11,2.0
0.04119,1.0,50.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0
1.0,1.0,51.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0
0.0,0.0,22.0,1.0,3.0,1.09,0.0,1.0,3.08,0.0
1.0,0.0,46.0,1.0,3.11,0.0,2.07,2.0,1.0,2.0
1.0,0.0,79.0,0.09,0.0,1.0,2.0,2.0,1.0,0.0
0.0,1.0,32.0,0.0,6.0,9.0,0.18,3.14,1.0,0.0
1.0,0.0,18.0,1.0,0.16,6.14,0.0,4.12,4.0,0.0
0.0,0.0,53.0,0.0,3.0,2.0,2.0,3.0,1.0,3.0
1.0,0.0,68.0,1.0,3.0,0.0,2.0,3.19,1.0,1.0
0.0,1.0,40.0,1.0,3.04,0.0,2.09,2.03,5.0,2.0
1.0,1.0,32.0,1.01,6.0,2.0,0.0,2.0,3.0,3.0
0.15284,0.0,29.0,1.17,1.0,8.0,0.12,2.0,1.09,0.0
1.0,1.0,50.0,1.03,3.0,1.05,1.0,2.0,6.0,2.0
1.0,1.0,48.0,1.06,1.0,0.18,2.0,2.0,1.0,3.0
1.0,1.11,30.07,1.15,4.0,6.0,1.06,6.0,1.0,2.0
0.0,0.0,40.09,1.0,0.0,8.16,0.2,2.0,1.0,0.0
0.0,1.0,58.17,1.13,3.13,2.0,0.0,2.0,1.0,2.0
1.0,1.0,35.0,1.0,4.0,4.0,0.0,2.0,1.0,2.0
0.0,1.0,31.0,0.14,5.0,4.0,0.0,4.17,0.0,0.0
0.0,1.13,36.07,1.0,8.0,1.0,1.0,1.03,1.0,1.0
0.04816,1.0,30.16,0.0,8.0,0.06,0.0,1.0,1.16,3.0
0.0,1.18,28.0,1.0,0.01,0.0,1.0,2.19,0.0,1.0
1.00957,1.0,35.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0
0.07599,1.0,45.0,0.0,3.0,1.0,0.0,2.09,3.0,1.0
1.0,1.17,28.0,1.0,2.0,7.05,0.0,1.0,5.0,3.0
1.0,0.0,32.0,1.0,7.0,9.0,0.0,4.0,3.0,0.0
1.17572,1.0,56.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0
0.0,0.0,26.0,0.13,3.0,8.0,0.17,5.0,0.0,0.0
0.19298,1.17,27.0,1.19,7.0,11.0,0.0,3.0,3.07,0.0
1.0,1.0,70.0,1.0,4.0,1.0,1.0,4.2,1.16,2.0
1.0,1.0,36.0,1.0,3.0,1.0,0.0,2.0,1.0,3.0
1.0,1.18,59.0,1.11,8.08,9.0,0.0,1.1,1.0,3.0
0.0,1.0,28.0,0.0,3.0,6.0,1.0,4.0,5.0,2.0
0.0,1.0,35.0,0.0,3.0,3.16,2.0,3.13,1.0,1.0
1.0,0.0,53.0,1.0,3.09,0.07,0.0,1.0,0.0,3.0
1.0,1.0,26.0,1.0,8.0,1.19,1.0,2.0,1.0,1.0
1.0,0.0,65.0,1.1,3.0,12.0,2.0,2.03,1.0,1.0
1.0,1.16,52.0,1.0,4.0,13.0,1.0,3.0,5.0,1.0
1.0,0.0,20.0,0.0,6.18,1.0,0.0,4.0,1.0,0.0
1.0,0.19,30.13,0.0,6.0,1.05,0.0,2.0,1.0,0.0
0.1901,1.18,29.0,0.16,0.0,0.0,0.16,2.0,3.0,3.0
0.0,1.0,55.0,1.0,1.0,7.0,0.0,2.0,1.15,1.0
0.0,1.0,22.0,1.0,8.0,0.11,2.19,4.0,1.0,2.0
1.0,1.1,43.08,1.0,8.0,1.0,0.09,4.0,1.0,1.0
0.0,1.0,36.0,1.0,6.0,2.0,2.0,5.0,1.0,3.0
0.0,1.0,65.0,1.0,3.0,1.02,2.0,2.0,1.0,1.0
1.0,0.17,53.04,1.09,7.16,1.0,0.0,1.0,1.07,0.0
1.12837,0.0,47.0,1.0,0.0,0.03,0.0,4.0,3.0,2.0
1.14506,0.0,37.0,0.0,3.0,9.0,0.13,4.0,2.0,0.0
1.0,0.0,46.0,0.0,0.0,10.0,0.0,4.09,3.0,0.0
1.08562,0.0,41.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0
0.0,1.0,50.0,0.0,5.15,1.0,0.0,3.0,3.0,1.0
1.0,1.0,79.0,1.0,3.11,0.09,0.0,5.0,1.0,1.0
0.0613,1.0,31.0,1.0,3.0,2.06,2.01,2.03,3.04,1.0
0.0,1.19,22.0,1.14,1.0,3.0,0.0,4.0,1.0,0.0
0.0,0.0,77.0,1.0,5.0,1.0,1.0,3.0,3.0,0.0
0.03009,0.0,39.0,0.0,0.15,0.03,0.0,1.0,3.0,0.0
0.0,1.0,67.0,1.0,8.0,1.0,2.0,5.0,1.0,2.0
0.19405,1.0,78.0,1.0,3.0,0.0,2.0,2.0,0.02,1.0
1.0,1.0,61.02,1.0,3.0,1.0,2.0,1.02,1.14,1.0
0.0,0.16,46.06,1.0,3.0,8.0,2.0,2.0,0.0,2.0
0.0,0.0,53.0,0.0,0.0,9.18,0.0,3.0,1.0,1.0
0.0,0.0,21.0,0.03,6.0,9.2,0.0,1.0,1.0,0.0
0.0,0.0,21.17,0.14,5.0,8.0,0.0,1.0,1.15,0.0
1.04566,1.0,62.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0
0.0,1.0,41.06,1.0,8.0,4.0,2.05,6.0,1.18,2.0
0.16963,1.0,45.0,0.0,3.1,8.0,0.0,2.0,1.0,1.0
0.0,0.0,23.0,0.0,1.0,0.0,0.0,5.0,1.03,0.0
0.0,1.0,38.0,1.0,3.0,0.13,0.0,3.0,1.0,2.0
1.05295,0.0,18.0,0.0,0.09,9.0,0.0,4.0,3.0,0.0
0.0,1.0,79.04,0.0,0.0,1.0,0.0,2.0,0.01,2.0
1.14273,1.0,71.0,1.0,4.07,9.0,2.0,2.07,1.05,1.0
0.0,1.1,41.0,0.04,0.0,0.0,0.0,5.0,1.19,0.0
0.0,0.19,38.0,1.02,3.0,0.0,2.0,3.0,1.15,2.0
0.0,0.0,29.0,0.0,3.0,0.0,2.1,5.04,0.0,2.0
1.0,1.0,27.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0
1.0,0.0,29.0,1.0,6.0,8.0,0.0,4.14,1.0,3.0
1.0,0.18,39.0,1.0,2.0,1.15,0.0,3.0,5.0,1.0
1.0,1.12,65.0,1.07,3.14,0.0,2.0,3.0,1.01,2.0
1.0,1.0,43.0,1.17,3.0,2.0,1.0,3.0,5.0,2.0
0.0,1.0,28.15,0.0,6.0,8.0,0.0,3.0,0.0,3.0
0.0,0.0,19.0,1.0,0.0,8.08,0.0,2.0,0.0,0.0
0.0,1.0,38.0,1.0,4.0,8.0,1.0,2.0,1.19,2.0
1.0,1.0,58.0,1.0,3.0,1.0,2.0,2.0,1.12,2.0
1.0,1.0,31.0,1.0,3.06,0.0,2.13,1.2,0.0,3.0
0.0,1.0,30.0,1.0,3.0,1.08,1.2,2.0,5.0,2.0
0.06492,1.03,83.0,1.19,6.0,1.0,2.0,3.0,1.0,2.0
0.00414,1.02,30.0,0.19,0.0,1.0,0.0,3.0,2.04,0.0
0.0,1.0,70.0,1.19,2.0,7.0,0.0,2.2,1.0,2.0
0.0,1.0,52.0,1.07,3.0,0.0,1.0,2.0,5.0,2.0
0.0,1.08,55.0,1.0,1.0,0.0,1.04,3.0,1.0,1.0
1.0,1.0,52.0,1.0,2.01,1.0,2.0,1.0,1.0,1.0
1.0,1.2,39.0,1.0,3.0,0.0,1.07,2.0,1.0,3.0
0.0,1.0,30.0,1.0,1.0,5.0,0.0,4.0,1.0,3.0
0.0,0.0,31.0,0.0,4.0,9.0,0.0,3.0,1.03,0.0
0.0,0.0,33.0,1.0,1.16,1.0,0.0,2.0,1.0,1.0
0.09761,1.0,31.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0
0.0,0.0,19.18,0.16,0.0,9.05,0.0,5.0,1.06,0.0
1.0,1.0,60.0,1.0,3.0,1.12,0.13,2.0,1.0,1.0
1.0,1.0,39.08,1.0,3.0,1.0,2.0,1.0,1.0,2.0
0.0,0.0,42.0,1.11,6.0,1.07,2.0,2.17,1.0,1.0
1.0,1.12,47.0,1.0,5.0,0.0,2.08,3.0,1.0,3.0
1.0,0.0,77.0,1.0,1.0,9.0,0.0,4.0,5.0,0.0
0.0,1.0,66.1,1.0,0.0,1.0,1.0,4.0,1.13,2.0
1.0,0.0,19.0,0.0,0.0,0.2,0.0,4.04,1.0,0.0
1.05017,1.0,39.17,1.0,2.0,3.1,0.05,1.0,1.0,2.0
0.0,1.0,42.0,0.0,3.0,7.0,0.0,1.0,1.0,3.0
1.0,1.0,47.0,0.0,3.19,3.14,1.0,2.07,0.0,1.0
0.0,0.0,51.16,0.0,3.0,0.16,1.0,2.0,1.0,2.0
0.00996,0.0,65.0,1.0,3.0,5.06,1.09,2.0,1.0,1.0
0.0,1.0,47.0,0.0,6.0,0.04,0.0,6.0,2.0,0.0
1.0,1.0,55.0,1.0,1.0,0.0,2.0,4.11,1.16,2.0
1.0,1.0,53.0,1.0,4.08,6.0,2.0,2.0,1.0,2.0
0.0,1.09,59.0,0.0,3.0,6.0,0.0,1.14,1.01,3.0
0.0,0.0,77.0,1.0,8.0,9.0,0.0,1.0,1.12,0.0
1.0,1.0,57.0,0.04,0.0,0.1,0.0,3.0,1.16,0.0
0.0,1.0,36.0,0.0,0.0,8.0,1.0,2.12,1.0,3.0
1.14107,1.0,52.0,0.0,3.0,9.0,0.0,3.0,0.0,3.0
0.0,0.19,32.0,0.07,0.16,0.02,0.0,1.0,0.04,0.0
1.0,1.0,29.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0
0.0,0.0,27.0,1.0,0.0,1.0,0.0,5.0,1.16,0.0
0.0,1.0,31.0,1.12,3.18,1.0,1.14,7.18,1.0,2.0
0.0,0.0,20.0,0.0,1.0,1.0,0.06,5.12,1.0,0.0
0.0,1.0,47.0,1.0,4.19,1.0,0.0,2.0,1.0,3.0
0.0,0.0,37.15,0.0,6.0,0.02,0.0,2.0,1.0,0.0
1.0,1.0,42.0,0.0,8.0,1.0,0.0,2.07,1.0,1.0
1.0,1.19,28.0,0.0,3.0,0.0,1.0,4.0,1.0,2.0
1.0,1.0,60.0,1.0,3.0,1.0,2.0,3.07,1.0,2.0
0.0,0.0,79.05,1.1,3.0,0.0,1.0,4.04,1.0,1.0
0.0,0.18,29.0,0.0,1.19,10.07,0.0,1.0,1.05,0.0
0.0,0.0,37.0,1.0,8.0,0.03,0.0,3.0,1.0,1.0
0.0,1.0,40.0,1.0,4.13,1.0,0.0,2.0,0.0,3.0
1.0,0.05,67.0,1.0,6.0,1.0,1.0,4.17,1.0,1.0
0.0,1.0,42.0,1.0,6.0,0.0,2.0,2.0,1.0,2.0
0.0,1.0,39.0,1.0,4.0,1.0,0.0,2.04,1.0,3.0
0.0,1.08,32.13,1.0,2.0,1.0,0.18,2.0,1.04,3.0
1.0,0.0,35.0,0.0,1.0,1.0,0.18,4.03,3.0,3.0
0.04324,0.0,21.0,0.0,0.0,0.0,0.11,1.0,1.0,0.0
0.11343,1.0,36.1,0.0,3.0,14.0,0.0,9.0,1.0,3.0
0.0,1.03,50.0,0.0,3.0,7.13,1.0,1.0,1.15,3.0
0.0,0.0,47.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0
1.0,1.0,78.0,0.0,3.0,0.0,2.18,1.0,1.0,1.0
0.0,1.0,78.0,1.0,6.0,5.0,0.0,4.0,1.0,3.0
0.0,1.0,49.0,1.0,3.0,0.0,2.0,2.19,1.0,2.0
0.0,0.0,49.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0
0.0,0.0,40.0,0.0,3.0,4.0,2.12,4.0,1.07,3.0
1.0,0.0,48.0,1.0,3.0,0.0,0.0,3.0,1.02,1.0
1.0,1.0,35.0,1.0,6.06,1.0,0.0,1.0,0.06,3.0
0.0,1.0,60.0,1.0,3.0,8.0,2.0,2.0,1.0,1.0
1.0,1.0,22.01,1.0,8.0,3.0,0.0,4.0,1.0,2.0
1.09463,1.0,40.0,1.0,1.0,1.0,0.04,4.08,1.0,1.0
1.0,1.0,33.0,0.0,3.08,13.0,0.17,5.0,1.0,2.0
1.14484,0.0,29.0,0.04,0.09,0.0,1.0,1.04,1.0,3.0
0.0,0.0,46.0,1.0,3.0,5.02,0.06,2.0,1.05,2.0
0.0,1.07,46.0,0.0,6.0,0.0,0.0,1.0,5.04,1.0
1.0,1.08,33.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0
0.0,1.0,35.0,1.0,4.0,8.0,0.0,2.15,3.0,3.0
0.0,1.0,50.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0
1.0,1.0,69.0,1.0,3.0,0.0,1.0,2.0,1.0,2.0
1.0,1.0,42.0,1.05,1.0,1.0,0.0,4.0,0.0,3.0
0.0,1.0,51.0,1.0,3.0,1.0,2.0,3.0,1.04,2.0
0.14011,1.0,56.06,1.0,3.0,0.13,1.0,4.02,1.0,1.0
0.0,1.0,36.0,1.0,4.0,9.0,0.11,3.0,1.0,3.0
0.0,1.0,38.03,0.0,8.0,8.0,0.0,4.0,1.09,1.0
0.09066,0.0,41.1,0.0,7.0,9.0,0.0,2.0,1.18,0.0
1.0,1.0,50.01,1.19,3.0,2.15,2.0,2.0,1.0,2.0
1.0,1.0,42.0,1.0,3.0,1.05,2.14,2.0,1.0,2.0
1.0,1.0,33.0,0.0,3.0,3.06,0.08,1.0,3.0,0.0
0.0,0.0,58.0,1.0,3.0,0.0,2.0,2.0,1.0,2.0
0.1826,0.02,32.0,0.09,0.0,1.0,0.03,1.0,1.11,0.0
0.0,1.0,84.0,1.0,3.0,1.0,0.0,4.0,0.0,2.0
0.0,1.0,27.0,1.0,1.0,0.0,0.0,4.02,1.0,0.0
0.0,1.01,77.03,1.0,4.0,0.0,0.0,2.0,1.0,2.0
0.14419,1.0,45.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0
0.0,0.0,20.16,0.0,0.0,8.0,0.0,1.0,2.0,0.0
1.0,0.0,41.0,1.0,3.05,1.0,0.08,5.0,1.0,1.0
1.0,0.0,29.0,1.0,3.05,3.0,2.0,3.0,1.0,2.0
0.0,1.0,59.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0
0.0,0.04,40.0,0.0,4.0,6.0,0.0,4.0,1.03,0.0
0.0,0.0,73.0,1.0,3.0,6.0,2.0,5.0,3.0,1.0
0.0833,1.1,65.0,1.0,6.02,13.0,1.0,2.0,1.0,3.0
0.0,1.0,30.07,0.0,3.0,4.0,0.0,2.0,1.0,1.0
0.0,0.0,40.13,1.0,1.0,9.0,2.0,9.0,1.0,3.0
1.16531,1.0,69.0,1.0,3.0,3.0,1.0,3.0,5.0,2.0
1.0,1.0,36.0,1.0,8.0,0.0,0.0,2.0,3.0,2.0
1.15939,0.0,43.0,1.0,0.08,0.0,0.0,4.0,1.0,0.0
0.0,0.0,49.0,0.13,3.0,4.0,2.0,1.0,1.0,1.0
0.0,1.0,29.0,0.19,0.0,1.07,2.0,2.0,0.0,0.0
0.0,0.0,42.05,1.0,8.18,1.0,0.0,5.0,1.0,0.0
1.0,0.0,30.0,0.0,5.0,9.0,0.18,5.0,2.13,0.0
0.0,0.0,52.0,0.0,0.0,2.04,0.0,5.0,1.04,3.0
1.16469,0.0,27.19,1.19,0.0,0.0,2.0,1.0,1.0,0.0
1.0,1.12,63.0,1.16,3.0,1.07,1.0,2.1,1.0,2.0
0.19696,1.0,36.12,1.0,6.0,8.14,1.2,2.11,4.1,3.0
1.0,0.0,21.0,0.0,2.0,0.0,0.0,5.01,1.07,0.0
1.0,1.0,30.0,1.0,7.0,0.1,1.0,5.19,3.0,3.0
0.0,1.0,78.0,1.0,3.0,7.0,0.0,3.0,1.0,1.0
0.0,1.0,59.13,0.0,1.0,0.0,1.0,1.11,0.0,1.0
0.0,1.0,52.0,0.07,6.0,3.17,0.13,4.0,0.0,3.0
0.0,1.0,53.0,1.02,3.0,2.0,0.0,1.0,0.0,2.0
0.0,1.0,51.0,0.0,3.0,1.0,0.0,1.0,1.0,3.0
1.0,1.01,53.01,1.0,6.11,0.0,1.0,1.0,0.1,3.0
0.0,0.0,35.0,0.0,4.2,0.0,1.14,1.0,1.0,3.0
1.18919,0.0,37.0,1.0,1.0,12.0,0.0,2.11,6.0,3.0
0.0,1.0,82.0,0.02,3.0,1.13,0.0,1.0,1.0,3.0
